warning: only one CPU, which may conceal locking bugs
072232 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072233 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072257 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072257 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072259 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072756 TIMR S0 Leader, checking heartbeats
072765 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072766 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072767 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072781 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072781 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
072782 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073096 VOTE S1 did not got majortity votes election faild
073293 TIMR S0 Leader, checking heartbeats
073296 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073296 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073297 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073299 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073299 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073300 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073753 VOTE S1 did not got majortity votes election faild
073826 TIMR S0 Leader, checking heartbeats
073829 LOG1 S2 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073829 LOG1 S2 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073830 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073831 LOG1 S1 Handle AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073831 LOG1 S1 Return AppendEntries, LeaderId0 Term12 CurrentTerm12 role=[Follower]
073832 LEAD S0 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
  ... Passed --   4.4  3  220   44896    0
074062 CLNT S0 start
074063 CLNT S1 start
074064 CLNT S2 start
074064 CLNT S3 start
074065 CLNT S4 start
074065 CLNT S5 start
074066 CLNT S6 start
Test (2A): multiple elections ...
074316 VOTE S0 did not got majortity votes election faild
075587 TIMR S3 Follower -> Candidate at time : 1681830234
075588 CLNT S3 election timeouts restart a new election now - lastAct = 152 ms
075588 INFO S3 new timeouts 245 ms
075589 VOTE S3 send request to S0 for vote
075589 VOTE S3 send request to S1 for vote
075589 VOTE S3 send request to S2 for vote
075589 VOTE S3 send request to S4 for vote
075589 VOTE S3 send request to S5 for vote
075589 VOTE S3 send request to S6 for vote
075591 CLNT S6 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075591 CLNT S6 voted to S3
075593 CLNT S0 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075593 CLNT S0 voted to S3
075595 CLNT S1 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075595 CLNT S1 voted to S3
075595 VOTE S3 got majority votes and becomes Leader Spend 0 millseconds
075596 CLNT S2 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075596 CLNT S2 voted to S3
075597 CLNT S4 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075598 CLNT S4 voted to S3
075599 CLNT S5 Handle RequestVote, CandidatesId3 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
075599 CLNT S5 voted to S3
075623 VOTE S0 did not got majortity votes election faild
075652 TIMR S3 Leader, checking heartbeats
075654 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075654 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075655 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
075657 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075657 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075658 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
075659 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075659 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075660 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
075662 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075662 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075663 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
075664 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075664 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075667 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
075668 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075668 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
075669 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076185 TIMR S3 Leader, checking heartbeats
076189 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076189 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076190 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076192 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076192 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076193 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076194 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076194 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076195 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076196 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076196 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076197 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076199 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076199 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076202 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076209 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076209 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076210 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076455 VOTE S0 did not got majortity votes election faild
076455 VOTE S0 did not got majortity votes election faild
076712 TIMR S3 Leader, checking heartbeats
076715 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076716 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076717 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076722 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076722 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076724 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076725 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076725 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076726 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076727 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076727 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076730 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076730 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076731 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076733 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076733 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
076734 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
076776 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077260 TIMR S3 Leader, checking heartbeats
077264 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077264 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077265 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077267 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077267 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077268 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077269 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077269 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077271 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077271 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077272 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077273 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077273 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077274 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077274 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077276 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077276 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077278 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077788 TIMR S3 Leader, checking heartbeats
077791 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077791 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077793 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077796 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077796 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077797 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077797 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077798 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077801 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077801 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077802 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077805 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077806 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077807 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077808 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077809 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077809 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
077810 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078334 TIMR S3 Leader, checking heartbeats
078337 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078337 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078338 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078340 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078340 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078341 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078342 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078342 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078343 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078344 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078346 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078347 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078348 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078348 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078349 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078350 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078350 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078351 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078869 TIMR S3 Leader, checking heartbeats
078873 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078874 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078875 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078876 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078876 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078877 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078883 LOG1 S1 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078883 LOG1 S1 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078884 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078885 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078885 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078886 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078887 LOG1 S4 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078887 LOG1 S4 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078888 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078891 LOG1 S5 Handle AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078891 LOG1 S5 Return AppendEntries, LeaderId3 Term1 CurrentTerm1 role=[Follower]
078893 LEAD S3 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079406 TIMR S3 Leader, checking heartbeats
079933 TIMR S3 Leader, checking heartbeats
080482 TIMR S3 Leader, checking heartbeats
080642 TIMR S5 Follower -> Candidate at time : 1681830235
080644 CLNT S5 election timeouts restart a new election now - lastAct = 175 ms
080644 INFO S5 new timeouts 248 ms
080645 VOTE S5 send request to S0 for vote
080645 VOTE S5 send request to S1 for vote
080645 VOTE S5 send request to S2 for vote
080645 VOTE S5 send request to S3 for vote
080645 VOTE S5 send request to S4 for vote
080645 VOTE S5 send request to S6 for vote
080647 CLNT S6 Handle RequestVote, CandidatesId5 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor3
080647 CLNT S6 voted to S5
080650 CLNT S2 Handle RequestVote, CandidatesId5 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor3
080650 CLNT S2 voted to S5
080653 CLNT S4 Handle RequestVote, CandidatesId5 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor3
080653 CLNT S4 voted to S5
080655 VOTE S5 got majority votes and becomes Leader Spend 1 millseconds
080726 TIMR S5 Leader, checking heartbeats
080730 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080730 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080731 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
080733 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080734 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080735 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
080737 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080737 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
080739 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081016 TIMR S3 Leader, checking heartbeats
081158 TIMR S0 Follower -> Candidate at time : 1681830235
081158 CLNT S0 election timeouts restart a new election now - lastAct = 228 ms
081158 INFO S0 new timeouts 219 ms
081162 VOTE S0 send request to S1 for vote
081162 VOTE S0 send request to S2 for vote
081162 VOTE S0 send request to S3 for vote
081162 VOTE S0 send request to S4 for vote
081162 VOTE S0 send request to S5 for vote
081163 VOTE S0 send request to S6 for vote
081164 TIMR S1 Follower -> Candidate at time : 1681830235
081164 CLNT S1 election timeouts restart a new election now - lastAct = 228 ms
081164 INFO S1 new timeouts 172 ms
081164 VOTE S1 send request to S0 for vote
081164 VOTE S1 send request to S2 for vote
081164 VOTE S1 send request to S3 for vote
081165 VOTE S1 send request to S4 for vote
081165 VOTE S1 send request to S5 for vote
081165 VOTE S1 send request to S6 for vote
081285 TIMR S5 Leader, checking heartbeats
081289 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081289 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081290 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081293 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081293 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081294 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081323 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081324 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081326 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081612 TIMR S3 Leader, checking heartbeats
081826 TIMR S5 Leader, checking heartbeats
081829 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081829 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081830 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081832 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081833 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081833 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
081835 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081835 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
081844 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082178 TIMR S3 Leader, checking heartbeats
082364 TIMR S5 Leader, checking heartbeats
082367 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082367 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082369 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082370 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082370 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082393 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082393 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082394 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082424 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082715 TIMR S3 Leader, checking heartbeats
082920 TIMR S5 Leader, checking heartbeats
082927 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082927 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082928 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082931 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082931 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082932 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
082933 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082933 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
082935 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
083198 CLNT S1 election timeouts restart a new election now - lastAct = 203 ms
083202 INFO S1 new timeouts 242 ms
083203 VOTE S1 send request to S0 for vote
083204 VOTE S1 send request to S2 for vote
083204 VOTE S1 send request to S3 for vote
083204 VOTE S1 send request to S4 for vote
083204 VOTE S1 send request to S5 for vote
083204 VOTE S1 send request to S6 for vote
083222 TIMR S3 Leader, checking heartbeats
083442 TIMR S5 Leader, checking heartbeats
083446 LOG1 S6 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083446 LOG1 S6 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083447 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
083450 LOG1 S2 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083450 LOG1 S2 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083451 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
083456 LOG1 S4 Handle AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083457 LOG1 S4 Return AppendEntries, LeaderId5 Term2 CurrentTerm2 role=[Follower]
083457 LEAD S5 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Leader]
083715 CLNT S0 election timeouts restart a new election now - lastAct = 255 ms
083716 INFO S0 new timeouts 295 ms
083716 VOTE S0 send request to S1 for vote
083717 VOTE S0 send request to S2 for vote
083717 VOTE S0 send request to S3 for vote
083717 VOTE S0 send request to S4 for vote
083717 VOTE S0 send request to S5 for vote
083717 VOTE S0 send request to S6 for vote
083754 TIMR S3 Leader, checking heartbeats
083972 TIMR S5 Leader, checking heartbeats
084294 TIMR S3 Leader, checking heartbeats
084298 LOG1 S6 Handle AppendEntries, LeaderId3 Term1 CurrentTerm2 role=[Follower]
084298 LOG1 S6 Return AppendEntries, LeaderId3 Term1 CurrentTerm2 role=[Follower]
084299 LEAD S3 appendEntries ends, peerTerm2 myCurrentTerm2 myRole[Follower]
084300 LOG1 S0 Handle AppendEntries, LeaderId3 Term1 CurrentTerm3 role=[Candidate]
084300 LOG1 S0 Return AppendEntries, LeaderId3 Term1 CurrentTerm3 role=[Candidate]
084300 LEAD S3 appendEntries ends, peerTerm3 myCurrentTerm3 myRole[Follower]
084302 LOG1 S2 Handle AppendEntries, LeaderId3 Term1 CurrentTerm2 role=[Follower]
084302 LOG1 S2 Return AppendEntries, LeaderId3 Term1 CurrentTerm2 role=[Follower]
084303 LEAD S3 appendEntries ends, peerTerm2 myCurrentTerm3 myRole[Follower]
084515 TIMR S5 Leader, checking heartbeats
084574 VOTE S1 did not got majortity votes election faild
084725 TIMR S3 Follower -> Candidate at time : 1681830235
084726 CLNT S3 election timeouts restart a new election now - lastAct = 913 ms
084726 INFO S3 new timeouts 331 ms
084728 VOTE S3 send request to S0 for vote
084728 VOTE S3 send request to S1 for vote
084728 VOTE S3 send request to S2 for vote
084728 VOTE S3 send request to S4 for vote
084731 CLNT S0 Handle RequestVote, CandidatesId3 Term4 CurrentTerm3 LastLogIndex-1 LastLogTerm-1 votedFor0
084749 CLNT S0 voted to S3
084733 CLNT S2 Handle RequestVote, CandidatesId3 Term4 CurrentTerm2 LastLogIndex-1 LastLogTerm-1 votedFor5
084751 CLNT S2 voted to S3
084753 VOTE S3 send request to S5 for vote
084753 VOTE S3 send request to S6 for vote
084755 CLNT S6 Handle RequestVote, CandidatesId3 Term4 CurrentTerm2 LastLogIndex-1 LastLogTerm-1 votedFor5
084755 CLNT S6 voted to S3
084759 VOTE S3 got majority votes and becomes Leader Spend 3 millseconds
084857 TIMR S3 Leader, checking heartbeats
084860 LOG1 S6 Handle AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084860 LOG1 S6 Return AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084861 LEAD S3 appendEntries ends, peerTerm4 myCurrentTerm4 myRole[Leader]
084862 LOG1 S0 Handle AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084862 LOG1 S0 Return AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084863 LEAD S3 appendEntries ends, peerTerm4 myCurrentTerm4 myRole[Leader]
084864 LOG1 S2 Handle AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084864 LOG1 S2 Return AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
084865 LEAD S3 appendEntries ends, peerTerm4 myCurrentTerm4 myRole[Leader]
085062 TIMR S5 Leader, checking heartbeats
085397 TIMR S3 Leader, checking heartbeats
085403 LOG1 S6 Handle AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
085403 LOG1 S6 Return AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
085404 LEAD S3 appendEntries ends, peerTerm4 myCurrentTerm4 myRole[Leader]
085405 LOG1 S0 Handle AppendEntries, LeaderId3 Term4 CurrentTerm4 role=[Follower]
