warning: only one CPU, which may conceal locking bugs
091751 CLNT S5 election timeouts restart a new election now - lastAct = 252 ms
091751 INFO S5 new timeouts 161 ms
091751 VOTE S5 send request to S0 for vote
091751 VOTE S5 send request to S1 for vote
091751 VOTE S5 send request to S2 for vote
091757 VOTE S5 send request to S3 for vote
091757 VOTE S5 send request to S4 for vote
091757 VOTE S5 send request to S6 for vote
091759 CLNT S1 Handle RequestVote, CandidatesId4 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor1
091760 CLNT S1 Refuse vote S4 cause already vote for someone else
091762 CLNT S3 Handle RequestVote, CandidatesId4 Term5 CurrentTerm4 LastLogIndex-1 LastLogTerm-1 votedFor3
091763 CLNT S3 voted to S4
091765 CLNT S5 Handle RequestVote, CandidatesId4 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor5
091765 CLNT S5 Refuse vote S4 cause already vote for someone else
091766 CLNT S1 Handle RequestVote, CandidatesId3 Term4 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor1
091766 CLNT S1 Refuse vote S3 cause term is older than me
091956 CLNT S5 Handle RequestVote, CandidatesId3 Term4 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor5
091957 CLNT S5 Refuse vote S3 cause term is older than me
091979 CLNT S1 Handle RequestVote, CandidatesId5 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor1
092000 CLNT S1 Refuse vote S5 cause already vote for someone else
092006 CLNT S3 Handle RequestVote, CandidatesId5 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor4
092006 CLNT S3 Refuse vote S5 cause already vote for someone else
092010 CLNT S3 Handle RequestVote, CandidatesId1 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor4
092011 CLNT S3 Refuse vote S1 cause already vote for someone else
092014 CLNT S4 Handle RequestVote, CandidatesId5 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor4
092015 CLNT S4 Refuse vote S5 cause already vote for someone else
092032 CLNT S5 Handle RequestVote, CandidatesId1 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor5
092211 CLNT S5 Refuse vote S1 cause already vote for someone else
092030 TIMR S6 Leader, checking heartbeats
092222 CLNT S4 Handle RequestVote, CandidatesId1 Term5 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor4
092222 CLNT S4 Refuse vote S1 cause already vote for someone else
092747 TIMR S6 Leader, checking heartbeats
093343 TIMR S6 Leader, checking heartbeats
093526 TIMR S3 Follower -> Candidate at time : 1681831822
093527 CLNT S3 election timeouts restart a new election now - lastAct = 176 ms
093527 INFO S3 new timeouts 164 ms
093528 VOTE S3 send request to S0 for vote
093528 VOTE S3 send request to S1 for vote
093528 VOTE S3 send request to S2 for vote
093528 VOTE S3 send request to S4 for vote
093529 VOTE S3 send request to S5 for vote
093529 VOTE S3 send request to S6 for vote
093530 CLNT S2 election timeouts restart a new election now - lastAct = 212 ms
093530 INFO S2 new timeouts 168 ms
093530 VOTE S2 send request to S0 for vote
093530 VOTE S2 send request to S1 for vote
093530 VOTE S2 send request to S3 for vote
093530 VOTE S2 send request to S4 for vote
093530 VOTE S2 send request to S5 for vote
093530 VOTE S2 send request to S6 for vote
093533 CLNT S1 Handle RequestVote, CandidatesId3 Term6 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor1
093533 CLNT S1 voted to S3
093544 CLNT S5 Handle RequestVote, CandidatesId3 Term6 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor5
093545 CLNT S5 voted to S3
093561 CLNT S4 Handle RequestVote, CandidatesId3 Term6 CurrentTerm5 LastLogIndex-1 LastLogTerm-1 votedFor4
093561 CLNT S4 voted to S3
093684 VOTE S3 got majority votes and becomes Leader Spend 15 millseconds
093707 TIMR S3 Leader, checking heartbeats
093756 LOG1 S1 Handle AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094057 LOG1 S1 Return AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094059 LEAD S3 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
094056 CLNT S0 election timeouts restart a new election now - lastAct = 328 ms
094059 INFO S0 new timeouts 244 ms
094060 VOTE S0 send request to S1 for vote
094060 VOTE S0 send request to S2 for vote
094060 VOTE S0 send request to S3 for vote
094060 VOTE S0 send request to S4 for vote
094060 VOTE S0 send request to S5 for vote
094060 VOTE S0 send request to S6 for vote
094063 TIMR S6 Leader, checking heartbeats
094065 LOG1 S4 Handle AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094065 LOG1 S4 Return AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094067 LEAD S3 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
094068 LOG1 S5 Handle AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094068 LOG1 S5 Return AppendEntries, LeaderId3 Term6 CurrentTerm6 role=[Follower]
094069 VOTE S2 did not got majortity votes election faild
094075 LEAD S3 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
096096 TIMR S4 Follower -> Candidate at time : 1681831822
096097 CLNT S4 election timeouts restart a new election now - lastAct = 203 ms
096099 INFO S4 new timeouts 157 ms
096100 VOTE S4 send request to S0 for vote
096102 VOTE S4 send request to S1 for vote
096102 VOTE S4 send request to S2 for vote
096102 VOTE S4 send request to S3 for vote
096102 VOTE S4 send request to S5 for vote
096102 VOTE S4 send request to S6 for vote
096106 CLNT S5 Handle RequestVote, CandidatesId4 Term7 CurrentTerm6 LastLogIndex-1 LastLogTerm-1 votedFor3
096106 CLNT S5 voted to S4
096111 CLNT S1 Handle RequestVote, CandidatesId4 Term7 CurrentTerm6 LastLogIndex-1 LastLogTerm-1 votedFor3
096111 CLNT S1 voted to S4
096113 CLNT S3 Handle RequestVote, CandidatesId4 Term7 CurrentTerm6 LastLogIndex-1 LastLogTerm-1 votedFor3
096113 CLNT S3 voted to S4
096114 VOTE S4 got majority votes and becomes Leader Spend 1 millseconds
096610 CLNT S0 election timeouts restart a new election now - lastAct = 255 ms
096610 INFO S0 new timeouts 287 ms
096611 VOTE S0 send request to S1 for vote
096611 VOTE S0 send request to S2 for vote
096611 VOTE S0 send request to S3 for vote
096611 VOTE S0 send request to S4 for vote
096611 VOTE S0 send request to S5 for vote
096611 VOTE S0 send request to S6 for vote
097366 VOTE S0 did not got majortity votes election faild
097367 CLNT S2 election timeouts restart a new election now - lastAct = 383 ms
097367 INFO S2 new timeouts 329 ms
097368 VOTE S2 send request to S0 for vote
097368 VOTE S2 send request to S1 for vote
097368 VOTE S2 send request to S3 for vote
097368 VOTE S2 send request to S4 for vote
097368 VOTE S2 send request to S5 for vote
097369 VOTE S2 send request to S6 for vote
--- FAIL: TestManyElections2A (2.25s)
    config.go:389: term 7 has 2 (>1) leaders
FAIL
exit status 1
FAIL	6.824/raft	9.985s
