warning: only one CPU, which may conceal locking bugs
071719 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072193 TIMR S1 Leader, checking heartbeats
072196 LOG1 S0 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072197 LOG1 S0 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072198 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072205 LOG1 S2 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072205 LOG1 S2 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072257 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072734 TIMR S1 Leader, checking heartbeats
072736 LOG1 S2 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072737 LOG1 S2 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072738 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
072739 LOG1 S0 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072739 LOG1 S0 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
072740 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073038 VOTE S0 did not got majortity votes election faild
073247 TIMR S1 Leader, checking heartbeats
073251 LOG1 S2 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073251 LOG1 S2 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073252 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073253 LOG1 S0 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073254 LOG1 S0 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073255 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073855 TIMR S1 Leader, checking heartbeats
073859 LOG1 S2 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073859 LOG1 S2 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073860 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
073862 LOG1 S0 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073862 LOG1 S0 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
073864 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
074358 TIMR S1 Leader, checking heartbeats
074362 LOG1 S2 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
074362 LOG1 S2 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
074363 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
074407 LOG1 S0 Handle AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
074408 LOG1 S0 Return AppendEntries, LeaderId1 Term12 CurrentTerm12 role=[Follower]
074409 LEAD S1 appendEntries ends, peerTerm12 myCurrentTerm12 myRole[Leader]
  ... Passed --   4.4  3  206   42108    0
074835 CLNT S0 start
074836 CLNT S1 start
074837 CLNT S2 start
074838 CLNT S3 start
074838 CLNT S4 start
074839 CLNT S5 start
074839 CLNT S6 start
Test (2A): multiple elections ...
075334 VOTE S1 did not got majortity votes election faild
076959 TIMR S3 Follower -> Candidate at time : 1681836530
076960 CLNT S3 election timeouts restart a new election now - lastAct = 212 ms
076960 INFO S3 new timeouts 198 ms
076978 TIMR S6 Follower -> Candidate at time : 1681836530
076979 CLNT S6 election timeouts restart a new election now - lastAct = 213 ms
076979 INFO S6 new timeouts 234 ms
076981 VOTE S6 send request to S0 for vote
076981 VOTE S6 send request to S1 for vote
076981 VOTE S6 send request to S2 for vote
076981 VOTE S6 send request to S3 for vote
076981 VOTE S6 send request to S4 for vote
076982 VOTE S6 send request to S5 for vote
076984 CLNT S5 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076984 CLNT S5 voted to S6
076987 CLNT S0 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076987 CLNT S0 voted to S6
076989 CLNT S1 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076990 CLNT S1 voted to S6
076990 VOTE S6 got majority votes and becomes Leader Spend 1 millseconds
076992 CLNT S2 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076992 CLNT S2 voted to S6
076995 CLNT S4 Handle RequestVote, CandidatesId6 Term1 CurrentTerm0 LastLogIndex-1 LastLogTerm-1 votedFor-1
076995 CLNT S4 voted to S6
077017 VOTE S3 send request to S0 for vote
077019 CLNT S3 Handle RequestVote, CandidatesId6 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor3
077019 CLNT S3 Refuse vote S6 cause already vote for someone else
077019 VOTE S3 send request to S1 for vote
077019 VOTE S3 send request to S2 for vote
077019 VOTE S3 send request to S4 for vote
077019 VOTE S3 send request to S5 for vote
077020 VOTE S3 send request to S6 for vote
077021 CLNT S6 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077022 CLNT S6 Refuse vote S3 cause already vote for someone else
077024 CLNT S0 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077024 CLNT S0 Refuse vote S3 cause already vote for someone else
077031 CLNT S1 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077031 CLNT S1 Refuse vote S3 cause already vote for someone else
077034 CLNT S2 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077034 CLNT S2 Refuse vote S3 cause already vote for someone else
077037 CLNT S4 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077037 CLNT S4 Refuse vote S3 cause already vote for someone else
077039 CLNT S5 Handle RequestVote, CandidatesId3 Term1 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
077039 CLNT S5 Refuse vote S3 cause already vote for someone else
077041 VOTE S3 did not got majortity votes election faild
077080 TIMR S6 Leader, checking heartbeats
077084 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077084 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077086 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077429 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Candidate]
077429 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077431 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077433 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077433 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077434 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077435 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077435 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077437 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077444 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077444 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077446 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077545 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077545 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077548 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077652 TIMR S6 Leader, checking heartbeats
077657 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077658 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077663 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077663 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077664 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077666 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077666 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077667 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077669 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077669 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077670 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077674 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077675 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077678 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077682 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077682 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
077684 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
077685 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078169 TIMR S6 Leader, checking heartbeats
078173 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078174 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078175 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078177 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078177 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078177 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078179 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078180 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078181 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078182 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078183 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078184 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078186 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078186 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078188 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078189 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078190 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078192 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078772 TIMR S6 Leader, checking heartbeats
078776 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078776 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078778 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078780 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078780 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078782 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078784 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078784 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078785 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078787 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078787 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078788 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078789 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078790 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078791 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
078794 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078794 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
078795 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079304 TIMR S6 Leader, checking heartbeats
079308 LOG1 S5 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079308 LOG1 S5 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079310 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079312 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079312 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079313 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079314 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079314 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079315 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079317 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079317 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079319 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079320 LOG1 S3 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079339 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079365 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079367 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079416 LOG1 S3 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
079430 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
079920 TIMR S6 Leader, checking heartbeats
080017 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080018 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080023 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080026 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080026 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080027 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080029 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080029 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080033 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080033 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080034 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080036 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080764 TIMR S6 Leader, checking heartbeats
080770 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080770 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080772 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080773 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080775 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080776 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080778 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080778 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080779 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080782 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080782 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
080783 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
080888 TIMR S5 Follower -> Candidate at time : 1681836530
080888 CLNT S5 election timeouts restart a new election now - lastAct = 157 ms
080888 INFO S5 new timeouts 299 ms
080889 VOTE S5 send request to S0 for vote
080890 VOTE S5 send request to S1 for vote
080890 VOTE S5 send request to S2 for vote
080890 VOTE S5 send request to S3 for vote
080890 VOTE S5 send request to S4 for vote
080890 VOTE S5 send request to S6 for vote
081269 TIMR S6 Leader, checking heartbeats
081273 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081274 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081275 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081277 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081277 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081279 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081297 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081297 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081299 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081300 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081300 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081302 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081880 TIMR S6 Leader, checking heartbeats
081886 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081886 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081887 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081890 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081891 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081892 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081892 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081893 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081894 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081894 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
081895 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
081896 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082475 TIMR S6 Leader, checking heartbeats
082480 LOG1 S0 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082481 LOG1 S0 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082482 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082484 LOG1 S1 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082484 LOG1 S1 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082513 LOG1 S4 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082513 LOG1 S4 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082515 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082602 TIMR S3 Follower -> Candidate at time : 1681836530
082603 CLNT S3 election timeouts restart a new election now - lastAct = 318 ms
082603 INFO S3 new timeouts 280 ms
082605 VOTE S3 send request to S0 for vote
082606 VOTE S3 send request to S1 for vote
082606 VOTE S3 send request to S2 for vote
082606 VOTE S3 send request to S4 for vote
082606 VOTE S3 send request to S5 for vote
082606 VOTE S3 send request to S6 for vote
082688 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
082712 LOG1 S2 Handle AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082713 LOG1 S2 Return AppendEntries, LeaderId6 Term1 CurrentTerm1 role=[Follower]
082715 LEAD S6 appendEntries ends, peerTerm1 myCurrentTerm1 myRole[Leader]
086231 TIMR S2 Follower -> Candidate at time : 1681836530
086231 CLNT S2 election timeouts restart a new election now - lastAct = 351 ms
086231 INFO S2 new timeouts 313 ms
086233 VOTE S2 send request to S0 for vote
086233 VOTE S2 send request to S1 for vote
086233 VOTE S2 send request to S3 for vote
086233 VOTE S2 send request to S4 for vote
086233 VOTE S2 send request to S5 for vote
086234 VOTE S2 send request to S6 for vote
086236 CLNT S6 Handle RequestVote, CandidatesId2 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
086236 CLNT S6 voted to S2
086238 CLNT S0 Handle RequestVote, CandidatesId2 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
086238 CLNT S0 voted to S2
086240 CLNT S1 Handle RequestVote, CandidatesId2 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
086240 CLNT S1 voted to S2
086242 VOTE S2 got majority votes and becomes Leader Spend 1 millseconds
086243 CLNT S4 Handle RequestVote, CandidatesId2 Term2 CurrentTerm1 LastLogIndex-1 LastLogTerm-1 votedFor6
086244 CLNT S4 voted to S2
--- FAIL: TestManyElections2A (1.14s)
    config.go:389: term 2 has 2 (>1) leaders
FAIL
exit status 1
FAIL	6.824/raft	8.653s
